epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,144.418,1.12617,2.20363,1.68245,0.74892,0.33333,0.66637,0.20769,1.1927,3.40282,2.09751,0.000802,0.000802,0.000802
26,149.914,1.07052,2.0012,1.52816,0.74892,0.33333,0.66637,0.20769,1.1927,3.40282,2.09751,0.00079375,0.00079375,0.00079375
27,155.635,0.99331,1.91152,1.60945,0.74892,0.33333,0.66637,0.20769,1.1927,3.40282,2.09751,0.0007855,0.0007855,0.0007855
28,161.144,1.06029,2.18368,1.6563,0.74892,0.33333,0.66637,0.20769,1.1927,3.40282,2.09751,0.00077725,0.00077725,0.00077725
29,166.754,0.99515,2.12328,1.71026,0.83708,0.16667,0.88389,0.3594,1.20148,3.48642,1.99589,0.000769,0.000769,0.000769
30,172.346,1.2687,2.01911,1.70626,0.83708,0.16667,0.88389,0.3594,1.20148,3.48642,1.99589,0.00076075,0.00076075,0.00076075
31,178.079,1.20033,2.21316,1.84558,0.83708,0.16667,0.88389,0.3594,1.20148,3.48642,1.99589,0.0007525,0.0007525,0.0007525
32,184.038,1.22598,2.06475,1.8369,0.77198,0.33333,0.93944,0.41556,1.48273,3.20299,2.59121,0.00074425,0.00074425,0.00074425
33,189.591,0.9451,1.72595,1.64682,0.77198,0.33333,0.93944,0.41556,1.48273,3.20299,2.59121,0.000736,0.000736,0.000736
34,195.325,0.96551,2.03193,1.59437,0.77198,0.33333,0.93944,0.41556,1.48273,3.20299,2.59121,0.00072775,0.00072775,0.00072775
35,201.227,1.1891,1.73887,1.67331,0.77198,0.33333,0.93944,0.41556,1.48273,3.20299,2.59121,0.0007195,0.0007195,0.0007195
36,206.793,1.11184,1.87697,1.61376,0.78743,0.33333,0.60479,0.27902,1.39953,3.31326,2.38462,0.00071125,0.00071125,0.00071125
37,212.875,1.12289,1.99874,1.5968,0.78743,0.33333,0.60479,0.27902,1.39953,3.31326,2.38462,0.000703,0.000703,0.000703
38,218.446,1.19421,1.86013,1.60742,0.78743,0.33333,0.60479,0.27902,1.39953,3.31326,2.38462,0.00069475,0.00069475,0.00069475
39,224.018,1.17781,1.8463,1.75443,0.6402,0.5,0.45063,0.16741,1.65917,3.47056,2.83901,0.0006865,0.0006865,0.0006865
40,229.738,1.10979,1.98841,1.58844,0.6402,0.5,0.45063,0.16741,1.65917,3.47056,2.83901,0.00067825,0.00067825,0.00067825
41,235.376,1.01571,1.7868,1.68276,0.6402,0.5,0.45063,0.16741,1.65917,3.47056,2.83901,0.00067,0.00067,0.00067
42,241.125,1.04134,2.00423,1.61227,0.6402,0.5,0.45063,0.16741,1.65917,3.47056,2.83901,0.00066175,0.00066175,0.00066175
43,247.034,0.87713,1.77545,1.40455,0.63019,0.5,0.44291,0.17997,1.73187,3.3354,3.10918,0.0006535,0.0006535,0.0006535
44,253.353,0.94281,1.72008,1.4677,0.63019,0.5,0.44291,0.17997,1.73187,3.3354,3.10918,0.00064525,0.00064525,0.00064525
45,259.225,0.93364,1.67964,1.38352,0.63019,0.5,0.44291,0.17997,1.73187,3.3354,3.10918,0.000637,0.000637,0.000637
46,264.948,0.91448,1.74894,1.57476,0.71491,0.33333,0.429,0.14327,1.81297,3.2408,3.21863,0.00062875,0.00062875,0.00062875
47,270.81,0.77328,1.74288,1.41817,0.71491,0.33333,0.429,0.14327,1.81297,3.2408,3.21863,0.0006205,0.0006205,0.0006205
48,276.511,0.98334,1.77806,1.57993,0.71491,0.33333,0.429,0.14327,1.81297,3.2408,3.21863,0.00061225,0.00061225,0.00061225
49,282.174,0.92735,1.68867,1.52269,0.71491,0.33333,0.429,0.14327,1.81297,3.2408,3.21863,0.000604,0.000604,0.000604
50,287.748,0.85273,1.71348,1.50406,0.54627,0.47634,0.20146,0.07362,1.76916,3.32108,2.70853,0.00059575,0.00059575,0.00059575
51,293.365,0.73854,1.70823,1.35449,0.54627,0.47634,0.20146,0.07362,1.76916,3.32108,2.70853,0.0005875,0.0005875,0.0005875
52,298.99,0.93011,1.71518,1.55556,0.54627,0.47634,0.20146,0.07362,1.76916,3.32108,2.70853,0.00057925,0.00057925,0.00057925
53,304.774,0.72061,1.57664,1.33851,0.60007,0.4976,0.34149,0.15485,1.20457,3.4052,2.09668,0.000571,0.000571,0.000571
54,310.6,1.02812,1.65253,1.5766,0.60007,0.4976,0.34149,0.15485,1.20457,3.4052,2.09668,0.00056275,0.00056275,0.00056275
55,316.376,0.70384,1.54417,1.33062,0.60007,0.4976,0.34149,0.15485,1.20457,3.4052,2.09668,0.0005545,0.0005545,0.0005545
56,322.121,0.96019,1.5397,1.38045,0.60007,0.4976,0.34149,0.15485,1.20457,3.4052,2.09668,0.00054625,0.00054625,0.00054625
57,327.944,1.00444,1.50816,1.48818,0.62492,0.32017,0.60083,0.32605,1.11346,3.09058,1.92962,0.000538,0.000538,0.000538
